"CNPJ","NOME","PROJETO","DATA","VALOR (R$)"
"***.23.715/****-20","EXPRESSAO GRAFICA E EDITORA LTDA","2561- CARTA RADIO UNIVERSITARIA APOIO CULTURAL","08/02/2017","1.260,00"
"***.23.725/****-66","UNIODONTO","3143 - TC - LG/UFC/FCPC - MOBILE, TOOLS & CAS","26/01/2017","277,32"
"***.23.725/****-66","UNIODONTO","3253 - TC. LG/UFC/FCPC - MOBILE, TOOLS & CAS","26/01/2017","138,66"
"***.23.725/****-66","UNIODONTO","3253 - TC. LG/UFC/FCPC - MOBILE, TOOLS & CAS","24/01/2017","138,66"
"***.23.725/****-66","UNIODONTO","3143 - TC - LG/UFC/FCPC - MOBILE, TOOLS & CAS","24/01/2017","277,32"
"***.23.725/****-66","UNIODONTO","3216 - TC LENOVO/UFC/FCPC - DIAG CLOUD 2016","20/01/2017","878,18"
"***.23.725/****-66","UNIODONTO","3224 - TC SMART/UFC/FCPC - DESENVOLVIMENTO DE UM SISTEMA DE DETECÇÃO DE FALHA SMART RMA F_2","20/01/2017","323,54"
"***.23.725/****-66","UNIODONTO","3225 - TC HITACHI/FCPC/UFC-HDS/OPENSTACK 2016","20/01/2017","277,32"
"***.23.725/****-66","UNIODONTO","3235 - TC. SCHNEIDER/UFC/FCPC - ATUALIZAÇÃO TECNOLÓGICA EM NOBREAKS","20/01/2017","138,66"
"***.23.725/****-66","UNIODONTO","0101 - FCPC","18/01/2017","600,86"
"***.23.725/****-66","UNIODONTO","0104 - FCPC - 124.176-1 - ENCARGOS","10/01/2017","2.634,54"
"***.24.278/****-10","FRANCISCA MILENA CARNEIRO DE OLIVEIRA - MEI","3157 - CT IFCE/FCPC - PRESTAÇÃO DE SERVIÇOS-CURSO DE FORMAÇÃO DE ESPECIALISTA NA ÁREA DE ORIENTAÇÃO E MOBILIDADE","01/02/2017","883,00"
"***.24.423/****-04","FRANCISCO FABIO VIANA SILVA - ME","3187 - CT. FCPC/UFC - CURSO PACTO NACIONAL PELA ALFABETIZAÇÃO NA IDADE CERTA","30/01/2017","4.184,70"
"***.25.297/****-59","TISSIA PINHEIRO ALMEIDA","3222 - CT. UFC/FCPC - CONCURSO PUBLICO P/SELEÇÃO DE SERVIDORES","25/01/2017","1.852,36"
"***.29.979/****-40","INSS - INSTITUTO NACIONAL DO SEGURO SOCIAL","3191 - TC FURUKAWA/UFC/FCPC - SISTEMA DE GESTÃO DE PRODUÇÃO DE FIBRAS","01/02/2017","1.426,46"
"***.29.979/****-40","INSS - INSTITUTO NACIONAL DO SEGURO SOCIAL","3191 - TC FURUKAWA/UFC/FCPC - SISTEMA DE GESTÃO DE PRODUÇÃO DE FIBRAS","01/02/2017","3.009,29"
"***.29.979/****-40","INSS - INSTITUTO NACIONAL DO SEGURO SOCIAL","3191 - TC FURUKAWA/UFC/FCPC - SISTEMA DE GESTÃO DE PRODUÇÃO DE FIBRAS","01/02/2017","6.973,78"
"***.29.979/****-40","INSS - INSTITUTO NACIONAL DO SEGURO SOCIAL","1089 - RESCISAO CONTRATUAL","01/02/2017","166,31"
"***.29.979/****-40","INSS - INSTITUTO NACIONAL DO SEGURO SOCIAL","1089 - RESCISAO CONTRATUAL","01/02/2017","406,53"
"***.29.979/****-40","INSS - INSTITUTO NACIONAL DO SEGURO SOCIAL","1089 - RESCISAO CONTRATUAL","01/02/2017","813,07"
"***.29.979/****-40","INSS - INSTITUTO NACIONAL DO SEGURO SOCIAL","1089 - RESCISAO CONTRATUAL","27/01/2017","456,64"
"***.29.979/****-40","INSS - INSTITUTO NACIONAL DO SEGURO SOCIAL","1089 - RESCISAO CONTRATUAL","27/01/2017","38,05"
"***.29.979/****-40","INSS - INSTITUTO NACIONAL DO SEGURO SOCIAL","1089 - RESCISAO CONTRATUAL","27/01/2017","67,64"
"***.29.979/****-40","INSS - INSTITUTO NACIONAL DO SEGURO SOCIAL","1089 - RESCISAO CONTRATUAL","27/01/2017","608,44"
"***.29.979/****-40","INSS - INSTITUTO NACIONAL DO SEGURO SOCIAL","1089 - RESCISAO CONTRATUAL","27/01/2017","2.232,45"
"***.29.979/****-40","INSS - INSTITUTO NACIONAL DO SEGURO SOCIAL","1089 - RESCISAO CONTRATUAL","27/01/2017","186,04"
"***.29.979/****-40","INSS - INSTITUTO NACIONAL DO SEGURO SOCIAL","3143 - TC - LG/UFC/FCPC - MOBILE, TOOLS & CAS","26/01/2017","2.545,78"
"***.29.979/****-40","INSS - INSTITUTO NACIONAL DO SEGURO SOCIAL","3143 - TC - LG/UFC/FCPC - MOBILE, TOOLS & CAS","26/01/2017","233,33"
"***.29.979/****-40","INSS - INSTITUTO NACIONAL DO SEGURO SOCIAL","3143 - TC - LG/UFC/FCPC - MOBILE, TOOLS & CAS","26/01/2017","5.772,71"
"***.29.979/****-40","INSS - INSTITUTO NACIONAL DO SEGURO SOCIAL","3143 - TC - LG/UFC/FCPC - MOBILE, TOOLS & CAS","26/01/2017","529,46"
"***.29.979/****-40","INSS - INSTITUTO NACIONAL DO SEGURO SOCIAL","3143 - TC - LG/UFC/FCPC - MOBILE, TOOLS & CAS","26/01/2017","12.446,04"
"***.29.979/****-40","INSS - INSTITUTO NACIONAL DO SEGURO SOCIAL","3143 - TC - LG/UFC/FCPC - MOBILE, TOOLS & CAS","26/01/2017","1.140,74"
"***.29.979/****-40","INSS - INSTITUTO NACIONAL DO SEGURO SOCIAL","3253 - TC. LG/UFC/FCPC - MOBILE, TOOLS & CAS","26/01/2017","1.821,21"
"***.29.979/****-40","INSS - INSTITUTO NACIONAL DO SEGURO SOCIAL","3253 - TC. LG/UFC/FCPC - MOBILE, TOOLS & CAS","26/01/2017","4.001,09"
"***.29.979/****-40","INSS - INSTITUTO NACIONAL DO SEGURO SOCIAL","3253 - TC. LG/UFC/FCPC - MOBILE, TOOLS & CAS","26/01/2017","8.903,68"
"***.29.979/****-40","INSS - INSTITUTO NACIONAL DO SEGURO SOCIAL","3201 - TC SMART/UFC/FCPC - DESENVOLVIMENTO DE UM SISTEMA DE AUTOMOÇÃO","25/01/2017","708,01"
"***.29.979/****-40","INSS - INSTITUTO NACIONAL DO SEGURO SOCIAL","1089 - RESCISAO CONTRATUAL","25/01/2017","378,53"
"***.29.979/****-40","INSS - INSTITUTO NACIONAL DO SEGURO SOCIAL","1089 - RESCISAO CONTRATUAL","25/01/2017","31,54"
"***.29.979/****-40","INSS - INSTITUTO NACIONAL DO SEGURO SOCIAL","3201 - TC SMART/UFC/FCPC - DESENVOLVIMENTO DE UM SISTEMA DE AUTOMOÇÃO","25/01/2017","1.216,88"
"***.29.979/****-40","INSS - INSTITUTO NACIONAL DO SEGURO SOCIAL","1089 - RESCISAO CONTRATUAL","25/01/2017","56,07"
"***.29.979/****-40","INSS - INSTITUTO NACIONAL DO SEGURO SOCIAL","1089 - RESCISAO CONTRATUAL","25/01/2017","608,44"
"***.29.979/****-40","INSS - INSTITUTO NACIONAL DO SEGURO SOCIAL","3201 - TC SMART/UFC/FCPC - DESENVOLVIMENTO DE UM SISTEMA DE AUTOMOÇÃO","25/01/2017","3.461,36"
"***.29.979/****-40","INSS - INSTITUTO NACIONAL DO SEGURO SOCIAL","1089 - RESCISAO CONTRATUAL","25/01/2017","1.850,60"
"***.29.979/****-40","INSS - INSTITUTO NACIONAL DO SEGURO SOCIAL","1089 - RESCISAO CONTRATUAL","25/01/2017","154,22"
"***.29.979/****-40","INSS - INSTITUTO NACIONAL DO SEGURO SOCIAL","3253 - TC. LG/UFC/FCPC - MOBILE, TOOLS & CAS","24/01/2017","1.639,83"
"***.29.979/****-40","INSS - INSTITUTO NACIONAL DO SEGURO SOCIAL","3253 - TC. LG/UFC/FCPC - MOBILE, TOOLS & CAS","24/01/2017","3.557,72"
"***.29.979/****-40","INSS - INSTITUTO NACIONAL DO SEGURO SOCIAL","3253 - TC. LG/UFC/FCPC - MOBILE, TOOLS & CAS","24/01/2017","8.016,94"
"***.29.979/****-40","INSS - INSTITUTO NACIONAL DO SEGURO SOCIAL","3143 - TC - LG/UFC/FCPC - MOBILE, TOOLS & CAS","24/01/2017","2.857,29"
"***.29.979/****-40","INSS - INSTITUTO NACIONAL DO SEGURO SOCIAL","3143 - TC - LG/UFC/FCPC - MOBILE, TOOLS & CAS","24/01/2017","233,33"
"***.29.979/****-40","INSS - INSTITUTO NACIONAL DO SEGURO SOCIAL","3143 - TC - LG/UFC/FCPC - MOBILE, TOOLS & CAS","24/01/2017","6.258,71"
"***.29.979/****-40","INSS - INSTITUTO NACIONAL DO SEGURO SOCIAL","3143 - TC - LG/UFC/FCPC - MOBILE, TOOLS & CAS","24/01/2017","529,46"
"***.29.979/****-40","INSS - INSTITUTO NACIONAL DO SEGURO SOCIAL","3143 - TC - LG/UFC/FCPC - MOBILE, TOOLS & CAS","24/01/2017","13.968,96"
"***.29.979/****-40","INSS - INSTITUTO NACIONAL DO SEGURO SOCIAL","3143 - TC - LG/UFC/FCPC - MOBILE, TOOLS & CAS","24/01/2017","1.140,74"
"***.29.979/****-40","INSS - INSTITUTO NACIONAL DO SEGURO SOCIAL","0101 - FCPC","23/01/2017","336,60"
"***.29.979/****-40","INSS - INSTITUTO NACIONAL DO SEGURO SOCIAL","1089 - RESCISAO CONTRATUAL","23/01/2017","502,89"
"***.29.979/****-40","INSS - INSTITUTO NACIONAL DO SEGURO SOCIAL","1089 - RESCISAO CONTRATUAL","23/01/2017","27,04"
"***.29.979/****-40","INSS - INSTITUTO NACIONAL DO SEGURO SOCIAL","0101 - FCPC","23/01/2017","646,00"
"***.29.979/****-40","INSS - INSTITUTO NACIONAL DO SEGURO SOCIAL","1089 - RESCISAO CONTRATUAL","23/01/2017","570,88"
"***.29.979/****-40","INSS - INSTITUTO NACIONAL DO SEGURO SOCIAL","1089 - RESCISAO CONTRATUAL","23/01/2017","48,05"
"***.29.979/****-40","INSS - INSTITUTO NACIONAL DO SEGURO SOCIAL","0101 - FCPC","23/01/2017","1.645,60"
"***.29.979/****-40","INSS - INSTITUTO NACIONAL DO SEGURO SOCIAL","1089 - RESCISAO CONTRATUAL","23/01/2017","2.458,56"
"***.29.979/****-40","INSS - INSTITUTO NACIONAL DO SEGURO SOCIAL","1089 - RESCISAO CONTRATUAL","23/01/2017","132,20"
"***.29.979/****-40","INSS - INSTITUTO NACIONAL DO SEGURO SOCIAL","3205 - TC LANDIS/UFC/FCPC - FERRAMENTAS DE SUPORTE A SISTEMA DE MEDIÇÃO INTELIGENTE DE ENERGIA","23/01/2017","1.041,74"
"***.29.979/****-40","INSS - INSTITUTO NACIONAL DO SEGURO SOCIAL","1089 - RESCISAO CONTRATUAL","23/01/2017","205,13"
"***.29.979/****-40","INSS - INSTITUTO NACIONAL DO SEGURO SOCIAL","1089 - RESCISAO CONTRATUAL","23/01/2017","175,75"
"***.29.979/****-40","INSS - INSTITUTO NACIONAL DO SEGURO SOCIAL","1089 - RESCISAO CONTRATUAL","23/01/2017","12,80"
"***.29.979/****-40","INSS - INSTITUTO NACIONAL DO SEGURO SOCIAL","3205 - TC LANDIS/UFC/FCPC - FERRAMENTAS DE SUPORTE A SISTEMA DE MEDIÇÃO INTELIGENTE DE ENERGIA","23/01/2017","2.546,48"
"***.29.979/****-40","INSS - INSTITUTO NACIONAL DO SEGURO SOCIAL","1089 - RESCISAO CONTRATUAL","23/01/2017","501,43"
"***.29.979/****-40","INSS - INSTITUTO NACIONAL DO SEGURO SOCIAL","1089 - RESCISAO CONTRATUAL","23/01/2017","22,75"
"***.29.979/****-40","INSS - INSTITUTO NACIONAL DO SEGURO SOCIAL","1089 - RESCISAO CONTRATUAL","23/01/2017","414,83"
"***.29.979/****-40","INSS - INSTITUTO NACIONAL DO SEGURO SOCIAL","3205 - TC LANDIS/UFC/FCPC - FERRAMENTAS DE SUPORTE A SISTEMA DE MEDIÇÃO INTELIGENTE DE ENERGIA","23/01/2017","5.092,96"
"***.29.979/****-40","INSS - INSTITUTO NACIONAL DO SEGURO SOCIAL","1089 - RESCISAO CONTRATUAL","23/01/2017","1.002,87"
"***.29.979/****-40","INSS - INSTITUTO NACIONAL DO SEGURO SOCIAL","1089 - RESCISAO CONTRATUAL","23/01/2017","859,21"
"***.29.979/****-40","INSS - INSTITUTO NACIONAL DO SEGURO SOCIAL","1089 - RESCISAO CONTRATUAL","23/01/2017","62,58"
"***.29.979/****-40","INSS - INSTITUTO NACIONAL DO SEGURO SOCIAL","3214 - CT UNIFOR/FCPC - PARTICIPAÇÃO NA RNP","23/01/2017","405,00"
"***.29.979/****-40","INSS - INSTITUTO NACIONAL DO SEGURO SOCIAL","3149 - CT - RNP/FCPC-ASSOCIAÇÃO DAS PIONEIRAS SOCIAIS","20/01/2017","112,50"
"***.29.979/****-40","INSS - INSTITUTO NACIONAL DO SEGURO SOCIAL","3149 - CT - RNP/FCPC-ASSOCIAÇÃO DAS PIONEIRAS SOCIAIS","20/01/2017","225,00"
"***.29.979/****-40","INSS - INSTITUTO NACIONAL DO SEGURO SOCIAL","3149 - CT - RNP/FCPC-ASSOCIAÇÃO DAS PIONEIRAS SOCIAIS","20/01/2017","550,00"
"***.29.979/****-40","INSS - INSTITUTO NACIONAL DO SEGURO SOCIAL","3118 - CT IFCE/FCPC - ACESSO A RNP","20/01/2017","252,00"
"***.29.979/****-40","INSS - INSTITUTO NACIONAL DO SEGURO SOCIAL","3118 - CT IFCE/FCPC - ACESSO A RNP","20/01/2017","574,00"
"***.29.979/****-40","INSS - INSTITUTO NACIONAL DO SEGURO SOCIAL","3118 - CT IFCE/FCPC - ACESSO A RNP","20/01/2017","1.232,00"
"***.29.979/****-40","INSS - INSTITUTO NACIONAL DO SEGURO SOCIAL","3146 - TC - PETROBRAS/UFC/FCPC-ONTOLOGIA DOS DADOS GEOLÓGICOS GERADOS EM POÇOS DE E&P","20/01/2017","498,15"
"***.29.979/****-40","INSS - INSTITUTO NACIONAL DO SEGURO SOCIAL","3146 - TC - PETROBRAS/UFC/FCPC-ONTOLOGIA DOS DADOS GEOLÓGICOS GERADOS EM POÇOS DE E&P","20/01/2017","832,44"
"***.29.979/****-40","INSS - INSTITUTO NACIONAL DO SEGURO SOCIAL","3146 - TC - PETROBRAS/UFC/FCPC-ONTOLOGIA DOS DADOS GEOLÓGICOS GERADOS EM POÇOS DE E&P","20/01/2017","2.435,40"
"***.29.979/****-40","INSS - INSTITUTO NACIONAL DO SEGURO SOCIAL","3178 - CT.UFC/FCPC-FARMACIA ESCOLA","20/01/2017","227,44"
"***.29.979/****-40","INSS - INSTITUTO NACIONAL DO SEGURO SOCIAL","1089 - RESCISAO CONTRATUAL","20/01/2017","64,35"
"***.29.979/****-40","INSS - INSTITUTO NACIONAL DO SEGURO SOCIAL","3178 - CT.UFC/FCPC-FARMACIA ESCOLA","20/01/2017","404,33"
"***.29.979/****-40","INSS - INSTITUTO NACIONAL DO SEGURO SOCIAL","1089 - RESCISAO CONTRATUAL","20/01/2017","114,40"
"***.29.979/****-40","INSS - INSTITUTO NACIONAL DO SEGURO SOCIAL","3178 - CT.UFC/FCPC-FARMACIA ESCOLA","20/01/2017","1.080,86"
"***.29.979/****-40","INSS - INSTITUTO NACIONAL DO SEGURO SOCIAL","1089 - RESCISAO CONTRATUAL","20/01/2017","314,62"
"***.29.979/****-40","INSS - INSTITUTO NACIONAL DO SEGURO SOCIAL","3191 - TC FURUKAWA/UFC/FCPC - SISTEMA DE GESTÃO DE PRODUÇÃO DE FIBRAS","20/01/2017","562,37"
"***.29.979/****-40","INSS - INSTITUTO NACIONAL DO SEGURO SOCIAL","1089 - RESCISAO CONTRATUAL","20/01/2017","757,53"
"***.29.979/****-40","INSS - INSTITUTO NACIONAL DO SEGURO SOCIAL","3191 - TC FURUKAWA/UFC/FCPC - SISTEMA DE GESTÃO DE PRODUÇÃO DE FIBRAS","20/01/2017","1.404,79"
"***.29.979/****-40","INSS - INSTITUTO NACIONAL DO SEGURO SOCIAL","1089 - RESCISAO CONTRATUAL","20/01/2017","1.141,76"
"***.29.979/****-40","INSS - INSTITUTO NACIONAL DO SEGURO SOCIAL","3191 - TC FURUKAWA/UFC/FCPC - SISTEMA DE GESTÃO DE PRODUÇÃO DE FIBRAS","20/01/2017","2.749,34"
"***.29.979/****-40","INSS - INSTITUTO NACIONAL DO SEGURO SOCIAL","1089 - RESCISAO CONTRATUAL","20/01/2017","3.703,48"
"***.29.979/****-40","INSS - INSTITUTO NACIONAL DO SEGURO SOCIAL","3192 - UNESCO/UFC/FCPC - SERVIÇOS DE CONSULTORIA - COMPORTAMENTO, ATITUDES PRATICAS E PREVALENCIA DE VIRUS DA IMUNODEFICIÊNCIA HUMANA (HIV), SIFILIS E HEPATITE B E C ENTRE HOMENS QUE FAZEM SEXO COM HOMENS","20/01/2017","71,91"
"***.29.979/****-40","INSS - INSTITUTO NACIONAL DO SEGURO SOCIAL","3192 - UNESCO/UFC/FCPC - SERVIÇOS DE CONSULTORIA - COMPORTAMENTO, ATITUDES PRATICAS E PREVALENCIA DE VIRUS DA IMUNODEFICIÊNCIA HUMANA (HIV), SIFILIS E HEPATITE B E C ENTRE HOMENS QUE FAZEM SEXO COM HOMENS","20/01/2017","127,84"
"***.29.979/****-40","INSS - INSTITUTO NACIONAL DO SEGURO SOCIAL","3192 - UNESCO/UFC/FCPC - SERVIÇOS DE CONSULTORIA - COMPORTAMENTO, ATITUDES PRATICAS E PREVALENCIA DE VIRUS DA IMUNODEFICIÊNCIA HUMANA (HIV), SIFILIS E HEPATITE B E C ENTRE HOMENS QUE FAZEM SEXO COM HOMENS","20/01/2017","351,58"
"***.29.979/****-40","INSS - INSTITUTO NACIONAL DO SEGURO SOCIAL","3216 - TC LENOVO/UFC/FCPC - DIAG CLOUD 2016","20/01/2017","2.327,36"
"***.29.979/****-40","INSS - INSTITUTO NACIONAL DO SEGURO SOCIAL","3216 - TC LENOVO/UFC/FCPC - DIAG CLOUD 2016","20/01/2017","4.997,72"
"***.29.979/****-40","INSS - INSTITUTO NACIONAL DO SEGURO SOCIAL","3216 - TC LENOVO/UFC/FCPC - DIAG CLOUD 2016","20/01/2017","11.378,18"
"***.29.979/****-40","INSS - INSTITUTO NACIONAL DO SEGURO SOCIAL","3225 - TC HITACHI/FCPC/UFC-HDS/OPENSTACK 2016","20/01/2017","405,76"
"***.29.979/****-40","INSS - INSTITUTO NACIONAL DO SEGURO SOCIAL","3225 - TC HITACHI/FCPC/UFC-HDS/OPENSTACK 2016","20/01/2017","867,76"
"***.29.979/****-40","INSS - INSTITUTO NACIONAL DO SEGURO SOCIAL","3225 - TC HITACHI/FCPC/UFC-HDS/OPENSTACK 2016","20/01/2017","1.952,67"
"***.29.979/****-40","INSS - INSTITUTO NACIONAL DO SEGURO SOCIAL","3224 - TC SMART/UFC/FCPC - DESENVOLVIMENTO DE UM SISTEMA DE DETECÇÃO DE FALHA SMART RMA F_2","20/01/2017","1.273,84"
"***.29.979/****-40","INSS - INSTITUTO NACIONAL DO SEGURO SOCIAL","3224 - TC SMART/UFC/FCPC - DESENVOLVIMENTO DE UM SISTEMA DE DETECÇÃO DE FALHA SMART RMA F_2","20/01/2017","2.479,65"
"***.29.979/****-40","INSS - INSTITUTO NACIONAL DO SEGURO SOCIAL","3224 - TC SMART/UFC/FCPC - DESENVOLVIMENTO DE UM SISTEMA DE DETECÇÃO DE FALHA SMART RMA F_2","20/01/2017","6.227,71"
"***.29.979/****-40","INSS - INSTITUTO NACIONAL DO SEGURO SOCIAL","3235 - TC. SCHNEIDER/UFC/FCPC - ATUALIZAÇÃO TECNOLÓGICA EM NOBREAKS","20/01/2017","1.280,53"
"***.29.979/****-40","INSS - INSTITUTO NACIONAL DO SEGURO SOCIAL","3235 - TC. SCHNEIDER/UFC/FCPC - ATUALIZAÇÃO TECNOLÓGICA EM NOBREAKS","20/01/2017","2.591,94"
"***.29.979/****-40","INSS - INSTITUTO NACIONAL DO SEGURO SOCIAL","3235 - TC. SCHNEIDER/UFC/FCPC - ATUALIZAÇÃO TECNOLÓGICA EM NOBREAKS","20/01/2017","6.260,36"
"***.29.979/****-40","INSS - INSTITUTO NACIONAL DO SEGURO SOCIAL","2924 - CT - UFC/FCPC - IMPLANTACAO E OFERTA DOS CURSOS DE GRADUACAO DA UAB/UFC 2012","19/01/2017","5.964,44"
"***.29.979/****-40","INSS - INSTITUTO NACIONAL DO SEGURO SOCIAL","1089 - RESCISAO CONTRATUAL","19/01/2017","991,98"
"***.29.979/****-40","INSS - INSTITUTO NACIONAL DO SEGURO SOCIAL","2924 - CT - UFC/FCPC - IMPLANTACAO E OFERTA DOS CURSOS DE GRADUACAO DA UAB/UFC 2012","19/01/2017","5.964,64"
"***.29.979/****-40","INSS - INSTITUTO NACIONAL DO SEGURO SOCIAL","1089 - RESCISAO CONTRATUAL","19/01/2017","991,78"
"***.29.979/****-40","INSS - INSTITUTO NACIONAL DO SEGURO SOCIAL","2924 - CT - UFC/FCPC - IMPLANTACAO E OFERTA DOS CURSOS DE GRADUACAO DA UAB/UFC 2012","19/01/2017","5.964,54"
"***.29.979/****-40","INSS - INSTITUTO NACIONAL DO SEGURO SOCIAL","1089 - RESCISAO CONTRATUAL","19/01/2017","991,88"
"***.29.979/****-40","INSS - INSTITUTO NACIONAL DO SEGURO SOCIAL","2924 - CT - UFC/FCPC - IMPLANTACAO E OFERTA DOS CURSOS DE GRADUACAO DA UAB/UFC 2012","19/01/2017","2.931,02"
"***.29.979/****-40","INSS - INSTITUTO NACIONAL DO SEGURO SOCIAL","1089 - RESCISAO CONTRATUAL","19/01/2017","220,80"
"***.29.979/****-40","INSS - INSTITUTO NACIONAL DO SEGURO SOCIAL","1089 - RESCISAO CONTRATUAL","19/01/2017","3,60"
"***.29.979/****-40","INSS - INSTITUTO NACIONAL DO SEGURO SOCIAL","2924 - CT - UFC/FCPC - IMPLANTACAO E OFERTA DOS CURSOS DE GRADUACAO DA UAB/UFC 2012","19/01/2017","5.876,96"
"***.29.979/****-40","INSS - INSTITUTO NACIONAL DO SEGURO SOCIAL","1089 - RESCISAO CONTRATUAL","19/01/2017","410,29"
"***.29.979/****-40","INSS - INSTITUTO NACIONAL DO SEGURO SOCIAL","1089 - RESCISAO CONTRATUAL","19/01/2017","6,40"
"***.29.979/****-40","INSS - INSTITUTO NACIONAL DO SEGURO SOCIAL","2924 - CT - UFC/FCPC - IMPLANTACAO E OFERTA DOS CURSOS DE GRADUACAO DA UAB/UFC 2012","19/01/2017","13.119,77"
"***.29.979/****-40","INSS - INSTITUTO NACIONAL DO SEGURO SOCIAL","1089 - RESCISAO CONTRATUAL","19/01/2017","1.079,46"
"***.29.979/****-40","INSS - INSTITUTO NACIONAL DO SEGURO SOCIAL","1089 - RESCISAO CONTRATUAL","19/01/2017","17,60"
"***.29.979/****-40","INSS - INSTITUTO NACIONAL DO SEGURO SOCIAL","2930 - CT - UFC/FCPC - ATENDIMENTO EDUCACIONAL ESPECIALIZADO - AEE","19/01/2017","171,00"
"***.29.979/****-40","INSS - INSTITUTO NACIONAL DO SEGURO SOCIAL","2930 - CT - UFC/FCPC - ATENDIMENTO EDUCACIONAL ESPECIALIZADO - AEE","19/01/2017","329,00"
"***.29.979/****-40","INSS - INSTITUTO NACIONAL DO SEGURO SOCIAL","2930 - CT - UFC/FCPC - ATENDIMENTO EDUCACIONAL ESPECIALIZADO - AEE","19/01/2017","836,00"
"***.29.979/****-40","INSS - INSTITUTO NACIONAL DO SEGURO SOCIAL","2943 - CT - EVONIK/FCPC - EFEITO BIOLOGICO DO MetMet EM CA","19/01/2017","84,32"
"***.29.979/****-40","INSS - INSTITUTO NACIONAL DO SEGURO SOCIAL","2943 - CT - EVONIK/FCPC - EFEITO BIOLOGICO DO MetMet EM CA","19/01/2017","149,92"
"***.29.979/****-40","INSS - INSTITUTO NACIONAL DO SEGURO SOCIAL","2943 - CT - EVONIK/FCPC - EFEITO BIOLOGICO DO MetMet EM CA","19/01/2017","412,28"
"***.29.979/****-40","INSS - INSTITUTO NACIONAL DO SEGURO SOCIAL","3022 - CT.UFC/FCPC - CURSO DE ESPECIALIZAÇÃO EM SAUDE DA FAMILIA","19/01/2017","2.272,50"
"***.29.979/****-40","INSS - INSTITUTO NACIONAL DO SEGURO SOCIAL","1089 - RESCISAO CONTRATUAL","19/01/2017","13,50"
"***.29.979/****-40","INSS - INSTITUTO NACIONAL DO SEGURO SOCIAL","3022 - CT.UFC/FCPC - CURSO DE ESPECIALIZAÇÃO EM SAUDE DA FAMILIA","19/01/2017","5.095,00"
"***.29.979/****-40","INSS - INSTITUTO NACIONAL DO SEGURO SOCIAL","1089 - RESCISAO CONTRATUAL","19/01/2017","24,00"
"***.29.979/****-40","INSS - INSTITUTO NACIONAL DO SEGURO SOCIAL","3022 - CT.UFC/FCPC - CURSO DE ESPECIALIZAÇÃO EM SAUDE DA FAMILIA","19/01/2017","11.110,00"
"***.29.979/****-40","INSS - INSTITUTO NACIONAL DO SEGURO SOCIAL","1089 - RESCISAO CONTRATUAL","19/01/2017","66,00"
"***.29.979/****-40","INSS - INSTITUTO NACIONAL DO SEGURO SOCIAL","3045 - CV - APPLE/IFCE/FCPC - PROJETO BEPiD","19/01/2017","1.082,19"
"***.29.979/****-40","INSS - INSTITUTO NACIONAL DO SEGURO SOCIAL","1089 - RESCISAO CONTRATUAL","19/01/2017","482,91"
"***.29.979/****-40","INSS - INSTITUTO NACIONAL DO SEGURO SOCIAL","3045 - CV - APPLE/IFCE/FCPC - PROJETO BEPiD","19/01/2017","2.387,56"
"***.29.979/****-40","INSS - INSTITUTO NACIONAL DO SEGURO SOCIAL","1089 - RESCISAO CONTRATUAL","19/01/2017","570,88"
"***.29.979/****-40","INSS - INSTITUTO NACIONAL DO SEGURO SOCIAL","3045 - CV - APPLE/IFCE/FCPC - PROJETO BEPiD","19/01/2017","5.290,69"
"***.29.979/****-40","INSS - INSTITUTO NACIONAL DO SEGURO SOCIAL","1089 - RESCISAO CONTRATUAL","19/01/2017","2.360,89"
"***.29.979/****-40","INSS - INSTITUTO NACIONAL DO SEGURO SOCIAL","3073 - CT - CNPEM/FCPC-SERVIÇOS DE SOLDAGEM EM AÇO INOXIDAVEL","19/01/2017","221,43"
"***.29.979/****-40","INSS - INSTITUTO NACIONAL DO SEGURO SOCIAL","1089 - RESCISAO CONTRATUAL","19/01/2017","114,00"
"***.29.979/****-40","INSS - INSTITUTO NACIONAL DO SEGURO SOCIAL","3073 - CT - CNPEM/FCPC-SERVIÇOS DE SOLDAGEM EM AÇO INOXIDAVEL","19/01/2017","541,27"
"***.29.979/****-40","INSS - INSTITUTO NACIONAL DO SEGURO SOCIAL","1089 - RESCISAO CONTRATUAL","19/01/2017","227,99"
"***.29.979/****-40","INSS - INSTITUTO NACIONAL DO SEGURO SOCIAL","3073 - CT - CNPEM/FCPC-SERVIÇOS DE SOLDAGEM EM AÇO INOXIDAVEL","19/01/2017","1.082,55"
"***.29.979/****-40","INSS - INSTITUTO NACIONAL DO SEGURO SOCIAL","1089 - RESCISAO CONTRATUAL","19/01/2017","557,33"
"***.29.979/****-40","INSS - INSTITUTO NACIONAL DO SEGURO SOCIAL","2922 - CT.PETROBRAS - PROJETO AMBES","19/01/2017","52,20"
"***.29.979/****-40","INSS - INSTITUTO NACIONAL DO SEGURO SOCIAL","2922 - CT.PETROBRAS - PROJETO AMBES","19/01/2017","92,80"
"***.29.979/****-40","INSS - INSTITUTO NACIONAL DO SEGURO SOCIAL","2922 - CT.PETROBRAS - PROJETO AMBES","19/01/2017","255,20"
"***.29.979/****-40","INSS - INSTITUTO NACIONAL DO SEGURO SOCIAL","2975 - CT - RNP/FCPC - MANUTENCAO E OPERACAO DO POP-CE","19/01/2017","446,63"
